,range,max_range,x,y
0,0.8730000257492065,1.2970000505447388,44.80866730333334,-79.96601239166667
1,0.8769999742507935,1.3040000200271606,44.80866692166666,-79.96601227
2,0.8790000081062317,1.309000015258789,44.80866653333333,-79.96601219
3,0.8830000162124634,1.312999963760376,44.808666175,-79.966011995
4,0.8859999775886536,1.3170000314712524,44.8086656,-79.966011715
5,0.8859999775886536,1.3220000267028809,44.80866519166667,-79.96601137166667
6,0.8849999904632568,1.3220000267028809,44.80866502833333,-79.96601145833333
7,0.8889999985694885,1.3220000267028809,44.808665035,-79.96601138666666
8,0.890999972820282,1.3270000219345093,44.80866437,-79.96601097666667
9,0.8939999938011169,1.3300000429153442,44.80866390833334,-79.96601079333334
10,0.8960000276565552,1.3350000381469727,44.80866372,-79.966010635
11,0.8980000019073486,1.3370000123977661,44.808663205,-79.96601050833333
12,0.9020000100135803,1.340999960899353,44.80866314166666,-79.96601047166666
13,0.902999997138977,1.3459999561309814,44.80866253666667,-79.966009955
14,0.9039999842643738,1.3480000495910645,44.80866194833333,-79.96600993333334
15,0.906000018119812,1.350000023841858,44.80866215166667,-79.96600970666667
16,0.9070000052452087,1.3530000448226929,44.80866227166667,-79.96600960166667
17,0.9049999713897705,1.3539999723434448,44.808661865,-79.966009175
18,0.9100000262260437,1.3519999980926514,44.808661726666664,-79.96600902166666
19,0.9079999923706055,1.3580000400543213,44.80866129333333,-79.966008785
20,0.906000018119812,1.3550000190734863,44.808660808333336,-79.96600832166666
21,0.9039999842643738,1.3519999980926514,44.808660448333335,-79.96600801833333
22,0.902999997138977,1.350000023841858,44.808660395,-79.96600804166667
23,0.9010000228881836,1.3480000495910645,44.80865938666667,-79.96600732333333
24,0.8989999890327454,1.3459999561309814,44.808658945,-79.96600703666667
25,0.8989999890327454,1.3420000076293945,44.808658136666665,-79.96600657833334
26,0.8960000276565552,1.3420000076293945,44.80865801,-79.96600692
27,0.8949999809265137,1.3380000591278076,44.80865674333333,-79.96600626
28,0.8930000066757202,1.3359999656677246,44.80865628666667,-79.96600627
29,0.8920000195503235,1.3329999446868896,44.808655736666665,-79.96600610666667
30,0.8939999938011169,1.3309999704360962,44.80865454833334,-79.96600552
31,0.8920000195503235,1.3350000381469727,44.808654225,-79.96600561
32,0.8889999985694885,1.3320000171661377,44.808652761666664,-79.96600523833334
33,0.8880000114440918,1.3259999752044678,44.808652783333336,-79.96600509666666
34,0.8849999904632568,1.3259999752044678,44.80865174666667,-79.96600499
35,0.8820000290870667,1.3209999799728394,44.80865083166667,-79.96600465833333
36,0.878000020980835,1.315999984741211,44.80865015,-79.96600459
37,0.8769999742507935,1.3109999895095825,44.808648491666666,-79.96600411333333
38,0.8730000257492065,1.309000015258789,44.808647758333336,-79.96600397666667
39,0.890999972820282,1.3020000457763672,44.80864582666667,-79.96600344666666
40,0.8899999856948853,1.3300000429153442,44.808645113333334,-79.96600333333333
41,0.9100000262260437,1.3289999961853027,44.80864315833333,-79.96600288833334
42,0.9279999732971191,1.3589999675750732,44.80864221,-79.96600256833334
43,0.9549999833106995,1.3849999904632568,44.80864114333333,-79.966002265
44,0.9810000061988831,1.4259999990463257,44.80863907333333,-79.96600150333333
45,0.996999979019165,1.4639999866485596,44.80863796166667,-79.96600127666666
46,1.0180000066757202,1.4880000352859497,44.80863695833333,-79.96600083333334
47,1.0410000085830688,1.5190000534057617,44.808634993333335,-79.96600011666666
48,1.0850000381469727,1.5540000200271606,44.80863411166666,-79.96599979333334
49,1.128999948501587,1.61899995803833,44.80863199666667,-79.96599892833333
50,1.1610000133514404,1.6859999895095825,44.808630928333336,-79.96599837333333
51,1.2000000476837158,1.7330000400543213,44.80862995166667,-79.96599803166667
52,1.2269999980926514,1.7910000085830688,44.808627863333335,-79.96599704833334
53,1.2680000066757202,1.8309999704360962,44.808626673333336,-79.96599654333333
54,1.3140000104904175,1.8930000066757202,44.808623901666664,-79.96599519
55,1.3609999418258667,1.9609999656677246,44.80862242166667,-79.96599438666667
56,1.409000039100647,2.0320000648498535,44.80861921166667,-79.96599291333334
57,1.4539999961853027,2.1029999256134033,44.80861771,-79.965992125
58,0.9480000138282776,2.1710000038146973,44.808616255,-79.965991405
59,0.9359999895095825,1.4149999618530273,44.80861360833333,-79.96599016166667
60,0.9039999842643738,1.3980000019073486,44.80861234,-79.965989585
61,0.8849999904632568,1.350000023841858,44.80860986,-79.96598827833333
62,0.8970000147819519,1.3209999799728394,44.80860882166667,-79.96598779333333
63,1.0099999904632568,1.3389999866485596,44.808606436666665,-79.96598671166667
64,1.093000054359436,1.5080000162124634,44.808605345,-79.96598611333333
65,1.0549999475479126,1.6319999694824219,44.80860464,-79.96598570333333
66,1.0149999856948853,1.5750000476837158,44.80860263333334,-79.965984595
67,0.9710000157356262,1.5149999856948853,44.80860149,-79.96598407333333
68,0.9309999942779541,1.4490000009536743,44.808598805,-79.96598255666666
